[2021-10-08 19:32:23.936] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/theme-solarized-light/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/theme-solarized-light/package.json'
[2021-10-08 19:32:23.937] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/github/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/github/package.json'
[2021-10-08 19:32:23.938] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/php/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/php/package.json'
[2021-10-08 19:34:56.311] [renderer1] [error] spawn deno ENOENT: Error: spawn deno ENOENT
    at Process.ChildProcess._handle.onexit (internal/child_process.js:269:19)
    at onErrorNT (internal/child_process.js:465:16)
    at processTicksAndRejections (internal/process/task_queues.js:80:21)
[2021-10-08 19:36:27.348] [renderer1] [error] [ms-python.python]: Proposed API is only available when running out of dev or with the following command line switch: --enable-proposed-api ms-python.python: Error: [ms-python.python]: Proposed API is only available when running out of dev or with the following command line switch: --enable-proposed-api ms-python.python
    at o (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:94:80592)
    at h (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:94:80539)
    at Object.get testResults [as testResults] (/usr/lib/code/out/vs/workbench/services/extensions/node/extensionHostProcess.js:103:23444)
    at P.activate (/home/allenhunn/.vscode-oss/extensions/ms-python.python-2021.9.1246542782/out/client/extension.js:59:833312)
    at /home/allenhunn/.vscode-oss/extensions/ms-python.python-2021.9.1246542782/out/client/extension.js:52:191510
    at Array.map (<anonymous>)
    at y.activateWorkspace (/home/allenhunn/.vscode-oss/extensions/ms-python.python-2021.9.1246542782/out/client/extension.js:52:191501)
[2021-10-08 19:37:41.211] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/image-preview/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/image-preview/package.json'
[2021-10-08 19:38:18.713] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/php-language-features/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/php-language-features/package.json'
[2021-10-08 19:38:43.047] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/github-authentication/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/github-authentication/package.json'
[2021-10-08 19:38:43.048] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/debug-server-ready/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/debug-server-ready/package.json'
[2021-10-08 19:38:43.051] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/search-result/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/search-result/package.json'
[2021-10-08 19:39:09.830] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/json-language-features/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/json-language-features/package.json'
[2021-10-08 19:39:09.835] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/json/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/json/package.json'
[2021-10-08 19:39:09.836] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/yaml/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/yaml/package.json'
[2021-10-08 19:39:09.837] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/cpp/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/cpp/package.json'
[2021-10-08 19:39:09.838] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/html-language-features/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/html-language-features/package.json'
[2021-10-08 19:39:09.839] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/html/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/html/package.json'
[2021-10-08 19:39:09.840] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/css/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/css/package.json'
[2021-10-08 19:39:09.840] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/markdown-basics/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/markdown-basics/package.json'
[2021-10-08 19:39:09.841] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/docker/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/docker/package.json'
[2021-10-08 19:39:09.842] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/javascript/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/javascript/package.json'
[2021-10-08 19:39:09.843] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/java/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/java/package.json'
[2021-10-08 19:39:09.845] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/configuration-editing/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/configuration-editing/package.json'
[2021-10-08 19:39:09.846] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/log/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/log/package.json'
[2021-10-08 19:39:09.846] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/debug-auto-launch/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/debug-auto-launch/package.json'
[2021-10-08 19:39:09.847] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/make/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/make/package.json'
[2021-10-08 19:39:09.847] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/less/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/less/package.json'
[2021-10-08 19:39:09.848] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/handlebars/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/handlebars/package.json'
[2021-10-08 19:39:09.848] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/go/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/go/package.json'
[2021-10-08 19:39:09.853] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/clojure/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/clojure/package.json'
[2021-10-08 19:39:09.854] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/bat/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/bat/package.json'
[2021-10-08 19:39:09.855] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/coffeescript/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/coffeescript/package.json'
[2021-10-08 19:39:09.856] [renderer1] [error] EACCES: permission denied, open '/usr/lib/code/extensions/emmet/package.json': Error: EACCES: permission denied, open '/usr/lib/code/extensions/emmet/package.json'
